NDB_No,Nutr_No,Isfl_Val,SD,n,Min,Max,CC,DataSrc_ID
99073,710,0,,1,0,0,D,89
99073,711,0.01,,1,0.01,0.01,D,89
99073,712,0,,1,0,0,D,89
99073,713,0.01,,1,0.01,0.01,D,89
99073,715,0,,1,0,0,,89
99073,716,0,,1,0,0,,89
99080,710,67.69,19.25,35,24.8,123.25,B,"11,28,42,50,65,67,75,83,86,91,95,"
99080,711,89.42,26.96,35,33.5,150,B,"11,28,42,50,65,67,75,83,86,91,95,"
99080,712,20.02,6.77,27,3.9,30.3,B,"11,28,42,65,67,83,91,95,"
99080,713,172.55,50.01,35,68.6,295.55,B,"11,28,42,50,65,67,75,83,86,91,95,"
99081,710,6.4,0,3,6.4,6.4,C,"95,"
99081,711,19.6,0,3,19.6,19.6,C,"95,"
99081,712,3,0,3,3,3,C,"95,"
99081,713,29,0,3,29,29,C,"95,"
99084,710,8,,1,8,8,B,66
99084,711,12.75,,1,12.75,12.75,B,66
99084,712,1.95,,1,1.95,1.95,B,66
99084,713,22.7,,1,22.7,22.7,B,66
99085,710,12.8,0,2,12.8,12.8,B,66
99085,711,16.15,0,2,16.15,16.15,B,66
99085,712,2.4,0,2,2.4,2.4,B,66
99085,713,31.35,0,2,31.35,31.35,B,66
99086,710,8.59,0,2,8.59,8.59,C,"16,"
99086,711,20.65,0,2,20.65,20.65,C,"16,"
99086,713,29.24,0,2,29.24,29.24,C,"16,"
99092,710,45.95,22.47,49,7.45,113.8,B,"24,61,62,73,74,96,102,"
99092,711,74.33,23.56,52,13,156.7,B,"24,25,61,62,73,74,96,102,"
99092,712,9.01,3.21,36,2.7,20.4,B,"73,74,96,"
99092,713,130.65,41.17,49,34.22,253.09,B,"24,61,62,73,74,96,102,"
99092,714,0,0,13,0,0,,"24,73"
99092,715,0,0,13,0,0,,"24,73"
99092,716,0,0,13,0,0,,73
99093,710,78.86,19.72,314,7.51,144.92,C,"9,10,40,41,48,73,74,103,"
99093,711,89.32,24.68,314,10.13,221.85,C,"9,10,40,41,48,73,74,103,"
99093,712,18.76,7.13,178,1.25,47.82,C,"40,41,48,73,74,103,"
99093,713,178.81,47.16,314,20.02,380.9,C,"9,10,40,41,48,73,74,103,"
99093,714,0,,3,0,0,,73
99093,715,0,,3,0,0,,73
99093,716,0,,3,0,0,,73
99096,710,17.81,2.98,11,10.1,23.2,B,"22,23,"
99096,711,25.15,5.31,11,10.5,32.5,B,"22,23,"
99096,712,2.69,0.55,7,1.6,3.5,B,22
99096,713,44.67,8.12,11,22.2,55.5,B,"22,23,"
99097,710,15.59,2.16,18,13.6,23.8,B,"22,23,34,"
99097,711,16.01,2.35,18,13.9,25,B,"22,23,34,"
99097,712,2.77,0.85,15,2,5.7,B,"22,23,"
99097,713,33.91,5.38,18,29.5,54.5,B,"22,23,34,"
99100,710,61.7,5.84,15,53.69,75.35,B,"68,73,74,95,"
99100,711,60.07,12.13,15,33.5,91.72,B,"68,73,74,95,"
99100,712,7.07,3.6,15,3.87,19.69,B,"68,73,74,95,"
99100,713,128.83,18.66,15,100.93,186.76,B,"68,73,74,95,"
99100,714,0,,3,0,0,,73
99100,715,0,,3,0,0,,73
99100,716,0,,3,0,0,,73
99105,710,0.22,,1,0.22,0.22,B,"68,"
99105,711,0.3,,1,0.3,0.3,B,"68,"
99105,712,0.05,,1,0.05,0.05,B,"68,"
99105,713,0.57,,1,0.57,0.57,B,"68,"
99106,710,0.01,,1,0.01,0.01,C,"58,"
99106,711,0.03,,1,0.03,0.03,C,"58,"
99106,713,0.05,,1,0.05,0.05,C,"58,"
99106,716,0.03,,1,0.03,0.03,,58
99107,710,0.01,0.01,2,0,0.01,C,"31,58,"
99107,711,0.02,0.02,2,0,0.04,C,"31,58,"
99107,713,0.02,0.03,2,0,0.05,C,"31,58,"
99107,716,0.03,,1,0.03,0.03,,58
99111,710,0.4,,1,0.4,0.4,C,91
99111,711,0.6,,1,0.6,0.6,C,91
99111,712,0,,1,0,0,C,91
99111,713,1,,1,1,1,C,91
99337,710,0,,1,0,0,C,56
99337,711,0,,1,0,0,C,56
99337,713,0,,1,0,0,C,56
99395,710,0,,1,0,0,B,51
99395,711,0,,1,0,0,B,51
99395,713,0,,1,0,0,B,51
99423,710,0.01,,1,0.01,0.01,C,89
99423,711,0.03,,1,0.03,0.03,C,89
99423,712,0,,1,0,0,C,89
99423,713,0.04,,1,0.04,0.04,C,89
99423,715,0,,1,0,0,,89
99423,716,0,,1,0,0,,89
99457,714,0,,4,0,0,C,"73, 76b"
99457,715,0,,4,0,0,C,"73, 76b"
99457,716,0,,4,0,0,C,"73, 76b"
99468,710,0.5,0,2,0.5,0.5,C,91
99468,711,0.5,0,2,0.5,0.5,C,91
99468,712,0.05,0.07,2,0,0.1,C,91
99468,713,1.05,0.07,2,1,1.1,C,91
99469,710,0,0,3,0,0,B,50
99469,711,0,0,3,0,0,B,50
99469,713,0,0,3,0,0,B,50
99470,710,0,,1,0,0,B,50
99470,711,0,,1,0,0,B,50
99470,713,0,,1,0,0,B,50
99471,710,1.8,,1,1.8,1.8,C,22
99471,711,4.4,,1,4.4,4.4,C,22
99471,712,1.7,,1,1.7,1.7,C,22
99471,713,7.9,,1,7.9,7.9,C,22
99472,710,5.75,5.73,2,1.7,9.8,C,22
99472,711,8.7,8.91,2,2.4,15,C,22
99472,712,3.5,2.55,2,1.7,5.3,C,22
99472,713,17.95,17.18,2,5.8,30.1,C,22
99474,710,0.16,0.19,2,0.02,0.29,C,"31,89,"
99474,711,0.31,0.41,2,0.02,0.6,C,"31,89,"
99474,712,0,,1,0,0,C,89
99474,713,0.47,0.59,2,0.05,0.89,C,"31,89,"
99474,714,0,,1,0,0,,31
99474,715,0.95,0.77,2,0.4,1.49,,"31,89"
99474,716,0,0,2,0,0,,"31,89"
99475,710,0,0,2,0,0,C,91
99475,711,0,0,2,0,0,C,91
99475,712,0,0,2,0,0,C,91
99475,713,0,0,2,0,0,C,91
99476,710,0.45,0.07,2,0.4,0.5,C,91
99476,711,0.35,0.07,2,0.3,0.4,C,91
99476,712,0.05,0.07,2,0,0.1,C,91
99476,713,0.9,0.14,2,0.8,1,C,91
99477,710,0,,1,0,0,B,49
99477,711,0,,1,0,0,B,49
99477,713,0,,1,0,0,B,49
99478,710,0,,1,0,0,B,49
99478,711,0.01,,1,0.01,0.01,B,49
99478,713,0.01,,1,0.01,0.01,B,49
99479,710,0.01,,1,0.01,0.01,B,49
99479,711,0.02,,1,0.02,0.02,B,49
99479,713,0.03,,1,0.03,0.03,B,49
99480,710,0,,1,0,0,B,49
99480,711,0,,1,0,0,B,49
99480,713,0,,1,0,0,B,49
99481,710,0,,1,0,0,B,49
99481,711,0,,1,0,0,B,49
99481,713,0,,1,0,0,B,49
99482,710,0,,1,0,0,B,49
99482,711,0,,1,0,0,B,49
99482,713,0,,1,0,0,B,49
99483,710,0.01,,1,0.01,0.01,B,49
99483,711,0.01,,1,0.01,0.01,B,49
99483,713,0.02,,1,0.02,0.02,B,49
99484,710,0,,1,0,0,B,49
99484,711,0,,1,0,0,B,49
99484,713,0,,1,0,0,B,49
99485,710,1.4,1.34,4,0.2,2.8,C,91
99485,711,2.58,2.53,4,0.4,5.1,C,91
99485,712,0.28,0.32,4,0,0.6,C,91
99485,713,4.33,4.16,4,0.7,8.5,C,91
99486,710,0.29,0.25,9,0.01,0.8,C,"2,82,"
99486,711,0.3,0.17,9,0.04,0.6,C,"2,82,"
99486,712,0,0.01,3,0,0.01,C,2
99486,713,0.59,0.42,9,0.09,1.4,C,"2,82,"
99486,714,0,0,3,0,0,,2
99486,715,0,0,3,0,0,,2
99486,716,0.01,0.02,3,0,0.03,,2
99488,710,53.38,13.89,22,24.4,96,B,"9,73,74,104"
99488,711,57.98,5.6,22,43.35,72.3,B,"9,73,74,104"
99488,712,11.71,2.35,13,5.56,15.08,B,"73,74,104"
99488,713,118.28,21.2,22,77.67,182.8,B,"9,73,74,104"
99488,714,0,,3,0,0,,73
99488,715,0,,3,0,0,,73
99488,716,0,,3,0,0,,73
99489,710,0,,1,0,0,B,50
99489,711,0.01,,1,0.01,0.01,B,50
99489,713,0.01,,1,0.01,0.01,B,50
99490,710,0,,1,0,0,B,50
99490,711,0,,1,0,0,B,50
99490,713,0,,1,0,0,B,50
99491,710,0.43,0.29,4,0,0.6,C,91
99491,711,0.38,0.26,4,0,0.6,C,91
99491,712,0.08,0.05,4,0,0.1,C,91
99491,713,0.83,0.56,4,0,1.2,C,91
99492,710,0.05,0.07,5,0,0.17,B,"50,73,"
99492,711,0.07,0.09,5,0,0.23,B,"50,73,"
99492,712,0,0,3,0,0,C,73
99492,713,0.12,0.16,5,0,0.39,B,"50,73,"
99492,714,0,,3,0,0,,73
99492,715,0,,3,0,0,,73
99492,716,0,,3,0,0,,73
99493,710,0.04,,1,0.04,0.04,B,50
99493,711,0.05,,1,0.05,0.05,B,50
99493,713,0.09,,1,0.09,0.09,B,50
99494,710,0.78,0.49,2,0.43,1.13,C,"31,89,"
99494,711,0.73,0.4,2,0.44,1.01,C,"31,89,"
99494,712,0.03,,1,0.03,0.03,C,89
99494,713,1.52,0.06,2,1.47,1.56,C,"31,89,"
99494,714,0,,1,0,0,,31
99494,715,0.02,0.02,2,0,0.03,,"31,89"
99494,716,0.04,0.05,2,0,0.07,,"31,89"
99495,710,9.15,2.32,25,2.94,16.6,B,"34,36,79,"
99495,711,8.42,1.5,25,4.95,13.6,B,"34,36,79,"
99495,712,0.92,0.22,13,0.21,1.23,B,"36,79,"
99495,713,18.04,3.47,25,8.1,26.9,B,"34,36,79,"
99496,710,0,0,15,0,0,A,34
99496,711,0,0,15,0,0,A,34
99496,713,0,0,15,0,0,A,34
99497,710,7.5,2.77,12,3.45,11.5,C,92104
99497,711,5.46,2.32,12,1.69,9.81,C,92104
99497,712,0.78,0.46,12,0.23,1.96,C,92104
99497,713,13.75,4.86,12,6.34,22.32,C,92104
99498,710,6.6,0,3,6.6,6.6,B,34
99498,711,3.1,0,3,3.1,3.1,B,34
99498,713,9.7,0,3,9.7,9.7,B,34
99499,710,5.5,0,3,5.5,5.5,B,34
99499,711,1,0,3,1,1,B,34
99499,713,6.5,0,3,6.5,6.5,B,34
99500,710,32.9,0,3,32.9,32.9,B,34
99500,711,39.9,0,3,39.9,39.9,B,34
99500,713,72.8,0,3,72.8,72.8,B,34
99501,710,0,,1,0,0,C,91
99501,711,0,,1,0,0,C,91
99501,712,0,,1,0,0,C,91
99501,713,0,,1,0,0,C,91
99502,710,0,,1,0,0,D,89
99502,711,0,,1,0,0,D,89
99502,712,0,,1,0,0,D,89
99502,713,0,,1,0,0,D,89
99502,715,0,,1,0,0,,89
99502,716,0,,1,0,0,,89
99503,710,5.96,5.18,2,2.3,9.62,C,"31,89,"
99503,711,4.04,2.18,2,2.49,5.58,C,"31,89,"
99503,712,0.53,,1,0.53,0.53,C,89
99503,713,10.26,6.98,2,5.32,15.19,C,"31,89,"
99503,714,0,,1,0,0,,31
99503,715,0,0,2,0,0,,"31,89"
99503,716,0.15,0.22,2,0,0.3,,"31,89"
99504,710,3.5,0.98,3,2.7,4.6,C,99
99504,711,5.63,1.45,3,4.2,7.1,C,99
99504,712,0,0,3,0,0,C,99
99504,713,9.13,2.42,3,6.9,11.7,C,99
99505,710,0,,1,0,0,B,51
99505,711,0,,1,0,0,B,51
99505,713,0,,1,0,0,B,51
99506,710,0.6,,1,0.6,0.6,C,91
99506,711,1,,1,1,1,C,91
99506,712,0.1,,1,0.1,0.1,C,91
99506,713,1.7,,1,1.7,1.7,C,91
99507,710,0,,1,0,0,C,91
99507,711,0.1,,1,0.1,0.1,C,91
99507,712,0,,1,0,0,C,91
99507,713,0.1,,1,0.1,0.1,C,91
99508,710,0.23,0.25,3,0,0.5,C,"31,91,"
99508,711,0.21,0.2,3,0,0.4,C,"31,91,"
99508,712,0,0,2,0,0,C,91
99508,713,0.47,0.4,3,0.1,0.9,C,"31,91,"
99508,714,0,,1,0,0,,31
99508,715,0,,1,0,0,,31
99508,716,0,,1,0,0,,31
99509,710,1.3,,1,1.3,1.3,D,31
99509,711,3.22,,1,3.22,3.22,D,31
99509,713,4.52,,1,4.52,4.52,D,31
99509,714,0.05,,1,0.05,0.05,,31
99509,715,0,,1,0,0,,31
99509,716,0.24,,1,0.24,0.24,,31
99510,710,13.77,12.39,5,3.36,30.9,B,"22,89,99,"
99510,711,16.59,9.83,5,6.57,29.8,B,"22,89,99,"
99510,712,2.8,4.12,5,0,9.4,B,"22,89,99,"
99510,713,33.17,26.16,5,10.23,70.1,B,"22,89,99,"
99510,715,0,,1,0,0,,89
99510,716,0,,1,0,0,,89
99511,710,5.4,0,5,5.4,5.4,C,"64,"
99511,711,10.3,0,5,10.3,10.3,C,"64,"
99511,713,15.7,0,5,15.7,15.7,C,"64,"
99511,714,0,,5,0,0,,64
99512,710,0,,1,0,0,D,89
99512,711,0,,1,0,0,D,89
99512,712,0,,1,0,0,D,89
99512,713,0,,1,0,0,D,89
99512,715,0,,1,0,0,,89
99512,716,0,,1,0,0,,89
99513,710,0,,1,0,0,B,51
99513,711,0,,1,0,0,B,51
99513,713,0,,1,0,0,B,51
99514,710,0,,1,0,0,D,89
99514,711,0,,1,0,0,D,89
99514,712,0,,1,0,0,D,89
99514,713,0,,1,0,0,D,89
99514,715,0,,1,0,0,,89
99514,716,0,,1,0,0,,89
99515,710,0.74,0.23,3,0.6,1,C,"31,91,"
99515,711,0.68,0.24,3,0.4,0.83,C,"31,91,"
99515,712,0.1,0,2,0.1,0.1,C,91
99515,713,1.48,0.4,3,1.1,1.9,C,"31,91,"
99515,714,0,,1,0,0,,31
99515,715,0,,1,0,0,,31
99515,716,0.09,,1,0.09,0.09,,31
99516,710,0.16,,1,0.16,0.16,D,31
99516,711,0.14,,1,0.14,0.14,D,31
99516,713,0.3,,1,0.3,0.3,D,31
99516,714,0,,1,0,0,,31
99516,715,0,,1,0,0,,31
99516,716,0.05,,1,0.05,0.05,,31
99517,710,0.29,0.12,2,0.2,0.37,C,"49,99"
99517,711,0.28,0.25,2,0.1,0.46,C,"49,99"
99517,712,0,,1,0,0,C,99
99517,713,0.57,0.37,2,0.3,0.83,C,"49,99"
99518,710,0.09,,1,0.09,0.09,D,89
99518,711,0.21,,1,0.21,0.21,D,89
99518,712,0,,1,0,0,D,89
99518,713,0.3,,1,0.3,0.3,D,89
99518,715,0,,1,0,0,,89
99518,716,0,,1,0,0,,89
99519,710,0,,1,0,0,D,89
99519,711,0,,1,0,0,D,89
99519,712,0,,1,0,0,D,89
99519,713,0,,1,0,0,D,89
99519,715,0,,1,0,0,,89
99519,716,0,,1,0,0,,89
99520,710,26.15,0.64,4,25.8,27.2,B,42
99520,711,25.15,12.87,4,18.1,46.3,B,42
99520,712,6.1,,1,6.1,6.1,B,42
99520,713,52.83,16.29,4,43.9,79.6,B,42
99521,710,0,,1,0,0,D,89
99521,711,0.01,,1,0.01,0.01,D,89
99521,712,0,,1,0,0,D,89
99521,713,0.01,,1,0.01,0.01,D,89
99521,715,0,,1,0,0,,89
99521,716,0,,1,0,0,,89
99522,710,0,,1,0,0,B,49
99522,711,0,,1,0,0,B,49
99522,713,0,,1,0,0,B,49
99523,710,0.3,,1,0.3,0.3,B,49
99523,711,0.23,,1,0.23,0.23,B,49
99523,713,0.52,,1,0.52,0.52,B,49
99524,710,0.11,,1,0.11,0.11,B,49
99524,711,0.22,,1,0.22,0.22,B,49
99524,713,0.34,,1,0.34,0.34,B,49
99526,710,0,,1,0,0,B,51
99526,711,0,,1,0,0,B,51
99526,713,0,,1,0,0,B,51
99527,710,0,,1,0,0,B,51
99527,711,0,,1,0,0,B,51
99527,713,0,,1,0,0,B,51
99528,710,4.9,,1,4.9,4.9,C,91
99528,711,5.9,,1,5.9,5.9,C,91
99528,712,0.7,,1,0.7,0.7,C,91
99528,713,11.5,,1,11.5,11.5,C,91
99529,710,10.26,2.48,7,5.36,12.4,B,"22,30,89"
99529,711,10.83,3.98,7,5.36,17.05,B,"22,30,89"
99529,712,1.35,0.32,5,0.73,1.5,C,"22,89"
99529,713,22.05,6.36,7,11.15,27.12,B,"22,30,89"
99529,715,0,,1,0,0,,89
99529,716,0,,1,0,0,,89
99531,710,0.01,0.01,4,0,0.02,B,49
99531,711,0.01,0.01,4,0,0.03,B,49
99531,713,0.02,0.02,4,0,0.05,B,49
99532,710,0.02,0.03,2,0,0.04,B,49
99532,711,0.04,0.06,2,0,0.08,B,49
99532,713,0.06,0.08,2,0,0.11,B,49
99533,710,0.06,,1,0.06,0.06,D,31
99533,711,0.14,,1,0.14,0.14,D,31
99533,713,0.21,,1,0.21,0.21,D,31
99533,714,0.05,,1,0.05,0.05,,31
99533,715,0.05,,1,0.05,0.05,,31
99533,716,0.05,,1,0.05,0.05,,31
99534,710,4.87,2.51,3,2.1,7,B,42
99534,711,9.13,3.09,3,5.8,11.9,B,42
99534,712,0.67,0.7,3,0,1.4,B,42
99534,713,14.67,5.46,3,8.5,18.9,B,42
99535,710,7.8,,1,7.8,7.8,C,22
99535,711,8.8,,1,8.8,8.8,C,22
99535,712,2.1,,1,2.1,2.1,C,22
99535,713,18.7,,1,18.7,18.7,C,22
99536,710,0,,1,0,0,C,99
99536,711,0,,1,0,0,C,99
99536,712,0,,1,0,0,C,99
99536,713,0,,1,0,0,C,99
99538,710,13.3,,1,13.3,13.3,C,91
99538,711,13,,1,13,13,C,91
99538,712,0.6,,1,0.6,0.6,C,91
99538,713,26.9,,1,26.9,26.9,C,91
99539,710,8.1,,1,8.1,8.1,C,91
99539,711,8.4,,1,8.4,8.4,C,91
99539,712,1.2,,1,1.2,1.2,C,91
99539,713,17.7,,1,17.7,17.7,C,91
99540,710,7.28,0,4,7.28,7.28,C,79
99540,711,8.22,0,4,8.22,8.22,C,79
99540,712,1.28,0,4,1.28,1.28,C,79
99540,713,16.79,0,4,16.79,16.79,C,79
99541,710,7.5,0,3,7.5,7.5,B,34
99541,711,5.6,0,3,5.6,5.6,B,34
99541,713,13.1,0,3,13.1,13.1,B,34
99542,710,0,,1,0,0,B,49
99542,711,0,,1,0,0,B,49
99542,713,0,,1,0,0,B,49
99543,710,0.1,0,2,0.1,0.1,C,91
99543,711,0.1,0,2,0.1,0.1,C,91
99543,712,0,0,2,0,0,C,91
99543,713,0.2,0,2,0.2,0.2,C,91
99544,710,0.15,0.07,2,0.1,0.2,C,91
99544,711,0.25,0.07,2,0.2,0.3,C,91
99544,712,0,0,2,0,0,C,91
99544,713,0.45,0.07,2,0.4,0.5,C,91
99545,710,0,,1,0,0,C,91
99545,711,0,,1,0,0,C,91
99545,712,0,,1,0,0,C,91
99545,713,0,,1,0,0,C,91
99546,710,0,,1,0,0,C,91
99546,711,0,,1,0,0,C,91
99546,712,0,,1,0,0,C,91
99546,713,0,,1,0,0,C,91
99547,710,1.4,,1,1.4,1.4,C,91
99547,711,1.1,,1,1.1,1.1,C,91
99547,712,0.2,,1,0.2,0.2,C,91
99547,713,2.7,,1,2.7,2.7,C,91
99548,710,0,,1,0,0,C,91
99548,711,0,,1,0,0,C,91
99548,712,0,,1,0,0,C,91
99548,713,0.1,,1,0.1,0.1,C,91
99549,710,0.04,,1,0.04,0.04,D,31
99549,711,0,,1,0,0,D,31
99549,713,0.04,,1,0.04,0.04,D,31
99549,714,0,,1,0,0,,31
99549,715,0,,1,0,0,,31
99549,716,0,,1,0,0,,31
99550,710,0.61,,1,0.61,0.61,B,49
99550,711,0.58,,1,0.58,0.58,B,49
99550,713,1.19,,1,1.19,1.19,B,49
99551,710,0.01,0,2,0.01,0.01,B,49
99551,711,0.02,0.01,2,0.01,0.02,B,49
99551,713,0.02,0,2,0.02,0.02,B,49
99553,710,0.02,0.01,3,0.01,0.03,B,49
99553,711,0.01,0.01,3,0,0.02,B,49
99553,713,0.03,0.02,3,0.01,0.04,B,49
99554,710,0.15,0.07,2,0.1,0.2,C,91
99554,711,0.2,0.14,2,0.1,0.3,C,91
99554,712,0,0,2,0,0,C,91
99554,713,0.35,0.21,2,0.2,0.5,C,91
99555,710,2.6,,1,2.6,2.6,C,91
99555,711,13.1,,1,13.1,13.1,C,91
99555,712,0.2,,1,0.2,0.2,C,91
99555,713,15.9,,1,15.9,15.9,C,91
99556,710,0,,1,0,0,C,91
99556,711,0,,1,0,0,C,91
99556,712,0,,1,0,0,C,91
99556,713,0,,1,0,0,C,91
99557,710,3,,1,3,3,C,91
99557,711,2.7,,1,2.7,2.7,C,91
99557,712,0.3,,1,0.3,0.3,C,91
99557,713,6,,1,6,6,C,91
99559,710,2.8,0,3,2.8,2.8,B,34
99559,711,3.1,0,3,3.1,3.1,B,34
99559,713,5.9,0,3,5.9,5.9,B,34
99559,716,0,,3,0,0,,34
99560,710,27.98,18.19,8,8.7,64.1,B,22
99560,711,42.91,25.44,8,14.2,84.5,B,22
99560,712,10.76,3.65,8,4.7,14.9,B,22
99560,713,81.65,46.04,8,27.6,163.5,B,22
99561,710,0,,1,0,0,B,49
99561,711,0,,1,0,0,B,49
99561,713,0,,1,0,0,B,49
99562,710,0,,1,0,0,B,49
99562,711,0,,1,0,0,B,49
99562,713,0,,1,0,0,B,49
99563,710,1.1,,1,1.1,1.1,C,91
99563,711,1.7,,1,1.7,1.7,C,91
99563,712,0.1,,1,0.1,0.1,C,91
99563,713,2.9,,1,2.9,2.9,C,91
99564,710,7,,1,7,7,C,91
99564,711,6.2,,1,6.2,6.2,C,91
99564,712,0.9,,1,0.9,0.9,C,91
99564,713,14,,1,14,14,C,91
99565,710,11.8,,1,11.8,11.8,C,91
99565,711,13.6,,1,13.6,13.6,C,91
99565,712,1.2,,1,1.2,1.2,C,91
99565,713,26.6,,1,26.6,26.6,C,91
99566,710,0,,1,0,0,B,49
99566,711,0,,1,0,0,B,49
99566,713,0.01,,1,0.01,0.01,B,49
99567,710,0,,1,0,0,B,49
99567,711,0,,1,0,0,B,49
99567,713,0,,1,0,0,B,49
99568,710,40.85,1.42,6,38.6,43.1,B,34
99568,711,42.45,0.54,6,41.6,43.3,B,34
99568,713,83.3,0.89,6,81.9,84.7,B,34
99569,710,0.23,,1,0.23,0.23,D,31
99569,711,0.24,,1,0.24,0.24,D,31
99569,713,0.47,,1,0.47,0.47,D,31
99571,710,11,0,13,11,11,B,46
99571,711,10,0,13,10,10,B,46
99571,713,21,0,13,21,21,B,46
99571,714,833,,9,833,833,,77
99571,715,1322,,9,1322,1322,,77
99572,710,4.84,1.71,156,0.5,12.6,B,"3,7,9,11,13,17,22,23,31,34,38,42,45,54,55,61,63,66,74,79,81,89,90,94,97,99"
99572,711,6.07,2.19,162,0.4,16.8,B,"3,7,9,11,13,17,22,23,25,31,34,38,42,45,54,55,61,63,66,74,79,81,89,90,94,97,99"
99572,712,0.93,0.47,73,0,3.57,B,"3,7,11,22,42,66,74,79,81,89,90,94,99"
99572,713,10.73,3.99,156,1.1,31.03,B,"3,7,9,11,13,17,22,23,31,34,38,42,45,54,55,61,63,66,74,79,81,89,90,94,97,99"
99573,710,0.75,0,3,0.75,0.75,B,66
99573,711,2.7,0,3,2.7,2.7,B,66
99573,712,0.3,0,3,0.3,0.3,B,66
99573,713,3.75,0,3,3.75,3.75,B,66
99574,710,39.88,16.98,57,7.3,112,B,"34,42,73"
99574,711,65.64,19.35,57,26.4,175,B,"34,42,73"
99574,712,17.12,4.1,51,7.29,42.4,B,"42,73"
99574,713,120.84,34.12,57,50.8,305.8,B,"34,42,73"
99575,710,45.44,10.54,44,2.64,69.69,B,"2,44,45,50,64,78,99"
99575,711,39.78,14.46,44,9.7,109.86,B,"2,44,45,50,64,78,99"
99575,712,22.37,8.19,32,0,50.58,A,"2,44,99"
99575,713,103.56,18.71,43,45.38,161.22,A,"2,44,45,50,64,99"
99576,710,61.33,21.48,399,9.88,191.43,B,"4,6,8,11,15,18,21,22,24,26,31,32,47,53,57,60,73,74,88,94,95,96,97,98,100"
99576,711,86.33,20.3,399,19.79,180.19,B,"4,6,8,11,15,18,21,22,24,26,31,32,47,53,57,60,73,74,88,94,95,96,97,98,100"
99576,712,13.33,8.89,381,1.16,121.69,B,"4,6,11,15,18,22,26,32,47,53,60,73,74,94,95,96,98,100"
99576,713,159.98,43.58,399,18.08,388.08,B,"4,6,8,11,15,18,21,22,24,26,31,32,47,53,57,60,73,74,88,94,95,96,97,98,100"
99576,714,0,,3,0,0,B,24
99576,715,0,0,5,0,0,B,"24,97"
99576,716,0,0,5,0,0,B,"24,97"
