NDB_No,DataSrc ID,Food No,FoodIndiv_Desc,Method,Cmpd_Name,Rptd CmpdVal,Rptd_Std Dev,Num_Data_Pts,LT,Rptd_Units,Fresh Dry_Wt,Quant_Std,Conv_Factor_G,Conv_Factor_M,Conv_Factor_SpGr,Cmpd_Val,Cmpt_StdDev
9003,R279,2,"Apples (whole), Jonagold (sample 1), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,20,,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,1.3,
9003,R279,2,"Apples (whole), Jonagold (sample 1), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,9,,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.63,
9003,R279,2,"Apples (whole), Jonagold (sample 1), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-glucoside,4,,1,,mg/kg,FW,Quercetin-3-glucoside,0.65,,,0.26,
9003,R279,2,"Apples (whole), Jonagold (sample 1), harvested from commercial orchard, The Netherlands",HPLC-UV,Cyanidin galactoside,4,,1,,mg/kg,FW,Cyanidin galactoside,0.64,,,0.26,
9003,R279,2,"Apples (whole), Jonagold (sample 1), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rutinoside,3,,1,,mg/kg,FW,Quercetin-3-rutinoside,0.5,,,0.15,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,(-)-Epicatechin,99,,1,,mg/kg,FW,(-)-Epicatechin,1,,,9.9,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rhamnoside,30,,1,,mg/kg,FW,Quercetin-3-rhamnoside,0.67,,,2.02,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-arabinoside,20,,1,,mg/kg,FW,Quercetin-3-arabinoside,0.7,,,1.39,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,10,,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,0.65,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,7,,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.49,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Cyanidin galactoside,4,,1,,mg/kg,FW,Cyanidin galactoside,0.64,,,0.26,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-glucoside,2,,1,,mg/kg,FW,Quercetin-3-glucoside,0.65,,,0.13,
9003,R279,3,"Apples (whole), Jonagold (sample 2), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rutinoside,1,,1,,mg/kg,FW,Quercetin-3-rutinoside,0.5,,,0.05,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,(-)-Epicatechin,128,,1,,mg/kg,FW,(-)-Epicatechin,1,,,12.8,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rhamnoside,53,,1,,mg/kg,FW,Quercetin-3-rhamnoside,0.67,,,3.57,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-arabinoside,41,,1,,mg/kg,FW,Quercetin-3-arabinoside,0.7,,,2.85,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,29,,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,1.89,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,14,,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.97,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Cyanidin galactoside,7,,1,,mg/kg,FW,Cyanidin galactoside,0.64,,,0.45,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-glucoside,4,,1,,mg/kg,FW,Quercetin-3-glucoside,0.65,,,0.26,
9003,R279,4,"Apples (whole), Jonagold (sample 3), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rutinoside,2,,1,,mg/kg,FW,Quercetin-3-rutinoside,0.5,,,0.1,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,(-)-Epicatechin,81,,1,,mg/kg,FW,(-)-Epicatechin,1,,,8.1,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rhamnoside,37,,1,,mg/kg,FW,Quercetin-3-rhamnoside,0.67,,,2.49,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-arabinoside,30,,1,,mg/kg,FW,Quercetin-3-arabinoside,0.7,,,2.09,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,22,,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,1.43,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,11,,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.77,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Cyanidin galactoside,5,,1,,mg/kg,FW,Cyanidin galactoside,0.64,,,0.32,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-glucoside,3,,1,,mg/kg,FW,Quercetin-3-glucoside,0.65,,,0.2,
9003,R279,5,"Apples (whole), Jonagold (sample 4), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rutinoside,2,,1,,mg/kg,FW,Quercetin-3-rutinoside,0.5,,,0.1,
9003,R279,6,"Apples (whole), Jonagold (sample composed with 3 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-arabinoside,36,3,1,,mg/kg,FW,Quercetin-3-arabinoside,0.7,,,2.51,0.21
9003,R279,6,"Apples (whole), Jonagold (sample composed with 3 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,33,2,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,2.15,0.13
9003,R279,6,"Apples (whole), Jonagold (sample composed with 3 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rhamnoside,32,0,1,,mg/kg,FW,Quercetin-3-rhamnoside,0.67,,,2.16,0
9003,R279,6,"Apples (whole), Jonagold (sample composed with 3 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,14,3,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.97,0.21
9003,R279,6,"Apples (whole), Jonagold (sample composed with 3 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-glucoside,7,1,1,,mg/kg,FW,Quercetin-3-glucoside,0.65,,,0.46,0.07
9003,R279,7,"Apples (whole), Jonagold (sample composed of 4 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-arabinoside,35,5,1,,mg/kg,FW,Quercetin-3-arabinoside,0.7,,,2.44,0.35
9003,R279,7,"Apples (whole), Jonagold (sample composed of 4 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,31,10,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,2.02,0.65
9003,R279,7,"Apples (whole), Jonagold (sample composed of 4 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rhamnoside,30,5,1,,mg/kg,FW,Quercetin-3-rhamnoside,0.67,,,2.02,0.34
9003,R279,7,"Apples (whole), Jonagold (sample composed of 4 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,11,2,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.77,0.14
9003,R279,7,"Apples (whole), Jonagold (sample composed of 4 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-glucoside,5,1,1,,mg/kg,FW,Quercetin-3-glucoside,0.65,,,0.33,0.07
9003,R279,8,"Apples (whole), Jonagold (sample composed of 5 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-arabinoside,33,5,1,,mg/kg,FW,Quercetin-3-arabinoside,0.7,,,2.3,0.35
9003,R279,8,"Apples (whole), Jonagold (sample composed of 5 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-rhamnoside,29,3,1,,mg/kg,FW,Quercetin-3-rhamnoside,0.67,,,1.95,0.2
9003,R279,8,"Apples (whole), Jonagold (sample composed of 5 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-galactoside,21,3,1,,mg/kg,FW,Quercetin-3-galactoside,0.65,,,1.37,0.2
9003,R279,8,"Apples (whole), Jonagold (sample composed of 5 apples), harvested from commercial orchard, The Netherlands",HPLC-UV,Quercetin-3-xyloside,13,2,1,,mg/kg,FW,Quercetin-3-xyloside,0.7,,,0.9,0.14
9003,R239,1,"Apples, red delicious, purchased at local Boston area supermarket",HPLC,Quercetin,58,,1,,mg/kg,FW,Quercetin,1,,,5.8,
9003,R239,1,"Apples, red delicious, purchased at local Boston area supermarket",HPLC,Myricetin,0,,1,,mg/kg,FW,Myricetin,1,,,0,
9003,R239,1,"Apples, red delicious, purchased at local Boston area supermarket",HPLC,Kaempferol,0,,1,,mg/kg,FW,Kaempferol,1,,,0,
9003,R239,1,"Apples, red delicious, purchased at local Boston area supermarket",HPLC,Apigenin,0,,1,,mg/kg,FW,Apigenin,1,,,0,
9003,R239,1,"Apples, red delicious, purchased at local Boston area supermarket",HPLC,Luteolin,0,,1,,mg/kg,FW,Luteolin,1,,,0,
9003,R239,2,"Apples, Granny Smith, purchased at local Boston area supermarket",HPLC,Quercetin,24,,1,,mg/kg,FW,Quercetin,1,,,2.4,
9003,R239,2,"Apples, Granny Smith, purchased at local Boston area supermarket",HPLC,Myricetin,0,,1,,mg/kg,FW,Myricetin,1,,,0,
9003,R239,2,"Apples, Granny Smith, purchased at local Boston area supermarket",HPLC,Kaempferol,0,,1,,mg/kg,FW,Kaempferol,1,,,0,
9003,R239,2,"Apples, Granny Smith, purchased at local Boston area supermarket",HPLC,Apigenin,0,,1,,mg/kg,FW,Apigenin,1,,,0,
9003,R239,2,"Apples, Granny Smith, purchased at local Boston area supermarket",HPLC,Luteolin,0,,1,,mg/kg,FW,Luteolin,1,,,0,
9003,R239,3,"Apples, Macintosh, purchased at local Boston area supermarket",HPLC,Quercetin,44,,1,,mg/kg,FW,Quercetin,1,,,4.4,
9003,R239,3,"Apples, Macintosh, purchased at local Boston area supermarket",HPLC,Myricetin,0,,1,,mg/kg,FW,Myricetin,1,,,0,
9003,R239,3,"Apples, Macintosh, purchased at local Boston area supermarket",HPLC,Kaempferol,0,,1,,mg/kg,FW,Kaempferol,1,,,0,
9003,R239,3,"Apples, Macintosh, purchased at local Boston area supermarket",HPLC,Apigenin,0,,1,,mg/kg,FW,Apigenin,1,,,0,
9003,R239,3,"Apples, Macintosh, purchased at local Boston area supermarket",HPLC,Luteolin,0,,1,,mg/kg,FW,Luteolin,1,,,0,
9003,R269,1,"Apples (Malus pumila), with skin, two cultivars, from NE, SE, CS and SW regions of Bulgaria",HPLC-FL,(-)-Epicatechin,51.4,,14,,mg/kg,FW,(-)-Epicatechin,1,,,5.14,
9003,R269,1,"Apples (Malus pumila), with skin, two cultivars, from NE, SE, CS and SW regions of Bulgaria",HPLC-FL,(+)-Catechin,9.3,,14,,mg/kg,FW,(+)-Catechin,1,,,0.93,
9003,R294,1,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.11,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1632,,1.73,
9003,R294,1,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.01,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1632,,0.1,
9003,R294,2,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.11,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1529,,1.64,
9003,R294,2,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.01,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1529,,0.14,
9003,R294,3,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.07,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1529,,1.04,
9003,R294,3,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.01,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1529,,0.12,
9003,R294,4,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.02,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1632,,0.38,
9003,R294,4,"Apple, fuji",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1632,,0.03,
9003,R294,5,"Apple, gala",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.16,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1475,,2.31,
9003,R294,5,"Apple, gala",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.02,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1475,,0.23,
9003,R294,6,"Apple, gala",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.2,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1366,,2.7,
9003,R294,6,"Apple, gala",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.01,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1366,,0.17,
9003,R294,7,"Apple, gala",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.09,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1366,,1.29,
9003,R294,7,"Apple, gala",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.01,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1366,,0.11,
9003,R294,8,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.85,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1552,,13.25,
9003,R294,8,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.05,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1552,,0.79,
9003,R294,8,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-xyloside,0.05,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1552,,0.71,
9003,R294,8,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.04,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1552,,0.66,
9003,R294,8,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.02,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1552,,0.28,
9003,R294,9,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.69,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1473,,10.13,
9003,R294,9,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.04,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1473,,0.63,
9003,R294,9,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.04,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1473,,0.58,
9003,R294,9,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-xyloside,0.03,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1473,,0.49,
9003,R294,9,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Peonidin 3-galactoside,0.01,,1,,mg/g as aglycone,DW,Peonidin 3-glucoside,1,0.1473,,0.17,
9003,R294,10,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.61,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1454,,8.91,
9003,R294,10,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-xyloside,0.03,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1454,,0.46,
9003,R294,10,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.02,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1454,,0.35,
9003,R294,10,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.02,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1454,,0.29,
9003,R294,11,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-galactoside,0.74,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1324,,9.86,
9003,R294,11,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.04,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1324,,0.56,
9003,R294,11,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-xyloside,0.04,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1324,,0.52,
9003,R294,11,"Apple, red delicious",HPLC-DAD-ESI/MS/MS,Cyanidin 3-arabinoside,0.04,,1,,mg/g as aglycone,DW,Cyanidin 3-glucoside,1,0.1324,,0.49,
9003,R012,24,"Apple, purchased in a local market, Japan",HPLC-DAD,Kaempferol,26.7,,1,,μg/g,FW,Kaempferol,1,,,2.67,
9003,R012,24,"Apple, purchased in a local market, Japan",HPLC-DAD,Quercetin,5.3,,1,,μg/g,FW,Quercetin,1,,,0.53,
9003,R012,24,"Apple, purchased in a local market, Japan",HPLC-DAD,Myricetin,0,,1,,μg/g,FW,Myricetin,1,,,0,
9003,R012,24,"Apple, purchased in a local market, Japan",HPLC-DAD,Luteolin,0,,1,,μg/g,FW,Luteolin,1,,,0,
9003,R067,3,"Apples, raw, cv. Idared, grown in Velika Ludina, Croatia",HPLC-DAD,(-)-Epicatechin,50.9,3.11,3,,mg/kg,FW,(-)-Epicatechin,1,,,5.09,0.31
9003,R067,3,"Apples, raw, cv. Idared, grown in Velika Ludina, Croatia",HPLC-DAD,(+)-Catechin,21.7,1.12,3,,mg/kg,FW,(+)-Catechin,1,,,2.17,0.11
9003,R067,3,"Apples, raw, cv. Idared, grown in Velika Ludina, Croatia",HPLC-DAD,Quercetin 3-rutinoside,4.56,0.5,3,,mg/kg,FW,Quercetin 3-rutinoside,0.5,,,0.23,0.02
9003,R067,3,"Apples, raw, cv. Idared, grown in Velika Ludina, Croatia",HPLC-DAD,Kaempferol 3-rutinoside,0,,3,,mg/kg,FW,Quercetin 3-rutinoside,0.47,,,0,0
9003,R141,7,"Apple with skin, Jonagold, obtained from the wholesale distribution center Delhaize, Liège, Belgium",LC-DAD,Quercetin,321,81,1,,μg/100g,FW,Quercetin,1,,,0.32,0.08
9003,R141,7,"Apple with skin, Jonagold, obtained from the wholesale distribution center Delhaize, Liège, Belgium",LC-DAD,Kaempferol,53,15,1,,μg/100g,FW,Kaempferol,1,,,0.05,0.02
9003,R141,7,"Apple with skin, Jonagold, obtained from the wholesale distribution center Delhaize, Liège, Belgium",LC-DAD,Myricetin,0,,1,,μg/100g,FW,Myricetin,1,,,0,
9003,R230,4,"Apple with skin (Malus domestica Borkh Cv. Fuji), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Quercetin,7.5,1.1,5,,mg/100 g,FW,Quercetin,1,,,7.5,1.1
9003,R230,4,"Apple with skin (Malus domestica Borkh Cv. Fuji), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Kaempferol,0.18,,5,,mg/100 g,FW,Kaempferol,1,,,0.18,
9003,R230,4,"Apple with skin (Malus domestica Borkh Cv. Fuji), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Myricetin,0,,5,,mg/100 g,FW,Myricetin,1,,,0,
9003,R230,4,"Apple with skin (Malus domestica Borkh Cv. Fuji), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Apigenin,0,,5,,mg/100 g,FW,Apigenin,1,,,0,
9003,R230,4,"Apple with skin (Malus domestica Borkh Cv. Fuji), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Luteolin,0,,5,,mg/100 g,FW,Luteolin,1,,,0,
9003,R230,5,"Apple with skin (Malus domestica Borkh Cv. Golden Delicious), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Quercetin,3.7,0.6,5,,mg/100 g,FW,Quercetin,1,,,3.7,0.6
9003,R230,5,"Apple with skin (Malus domestica Borkh Cv. Golden Delicious), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Myricetin,0,,5,,mg/100 g,FW,Myricetin,1,,,0,
9003,R230,5,"Apple with skin (Malus domestica Borkh Cv. Golden Delicious), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Kaempferol,0,,5,,mg/100 g,FW,Kaempferol,1,,,0,
9003,R230,5,"Apple with skin (Malus domestica Borkh Cv. Golden Delicious), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Apigenin,0,,5,,mg/100 g,FW,Apigenin,1,,,0,
9003,R230,5,"Apple with skin (Malus domestica Borkh Cv. Golden Delicious), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Luteolin,0,,5,,mg/100 g,FW,Luteolin,1,,,0,
9003,R230,6,"Apple with skin (Malus domestica Borkh Cv. Gala), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Quercetin,5.6,1.6,5,,mg/100 g,FW,Quercetin,1,,,5.6,1.6
9003,R230,6,"Apple with skin (Malus domestica Borkh Cv. Gala), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Kaempferol,0.18,,5,,mg/100 g,FW,Kaempferol,1,,,0.18,
9003,R230,6,"Apple with skin (Malus domestica Borkh Cv. Gala), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Myricetin,0,,5,,mg/100 g,FW,Myricetin,1,,,0,
9003,R230,6,"Apple with skin (Malus domestica Borkh Cv. Gala), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Apigenin,0,,5,,mg/100 g,FW,Apigenin,1,,,0,
9003,R230,6,"Apple with skin (Malus domestica Borkh Cv. Gala), collected from supermarkets between July 2004 to January 2005, Campinas, São Paulo, Brazil",HPLC-PDA,Luteolin,0,,5,,mg/100 g,FW,Luteolin,1,,,0,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,(-)-Epicatechin,18.4,,6,,mg/100g,FW,(-)-Epicatechin,1,,,18.4,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,(+)-Catechin,3.4,,6,,mg/100g,FW,(+)-Catechin,1,,,3.4,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-galactoside,0.96,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.62,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-arabinoside,0.78,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.51,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-rhamnnoside,0.56,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.36,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-xyloside,0.54,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.35,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-glucoside,0.29,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.19,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-rutinoside,0.15,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.1,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Quercetin,0.12,,6,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,0.08,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Cyanidin 3-galactoside,0,,6,,mg/100g,FW,Cyanidin 3-glucoside,0.64,,,0,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Cyanidin 3-arabinoside,0,,6,,mg/100g,FW,Cyanidin 3-glucoside,0.64,,,0,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Cyanidin 7-arabinoside,0,,6,,mg/100g,FW,Cyanidin 3-glucoside,0.64,,,0,
9003,R283,1,"Apples, Renetta, collected from six orchards including Protected Designation of Origon ""Val di Non"", Trentino , Italy August to November 2001",HPLC-DAD,Cyanidin 3-xyloside,0,,6,,mg/100g,FW,Cyanidin 3-glucoside,0.64,,,0,
9003,R283,4,"Apples, Morgenduft, collected from seven areas to cover whole cropping area of Trentino , Italy August to November 2001",HPLC-DAD,(-)-Epicatechin,10.18,,4,,mg/100g,FW,(-)-Epicatechin,1,,,10.18,
9003,R283,4,"Apples, Morgenduft, collected from seven areas to cover whole cropping area of Trentino , Italy August to November 2001",HPLC-DAD,Cyanidin 3-galactoside,3.11,,4,,mg/100g,FW,Cyanidin 3-glucoside,0.64,,,1.99,
9003,R283,4,"Apples, Morgenduft, collected from seven areas to cover whole cropping area of Trentino , Italy August to November 2001",HPLC-DAD,Quercetin 3-galactoside,1.71,,4,,mg/100g,FW,Quercetin 3-glucoside,0.65,,,1.11,
